,natemis,Antr+BB,Totemis,ch4lifetime_fact,Conc,Trend
1950,215.0,163.598,378.598,1.0247219712311393,1158.87120071134,
1951,215.0,178.6518045817319,393.6518045817319,1.0244368393312933,1162.5278893401814,3.6566886288414935
1952,215.0,183.7517426159432,398.75174261594316,1.0241517074314475,1167.4473710965688,4.919481756387313
1953,215.0,188.65843901363414,403.65843901363417,1.0238665755316017,1173.4264945977843,5.979123501215554
1954,215.0,193.14519209920383,408.1451920992038,1.0235814436317556,1180.2089730995292,6.78247850174489
1955,215.0,197.31171867296544,412.3117186729654,1.0232963117319098,1187.5997467541158,7.39077365458661
1956,215.0,203.04187309012457,418.04187309012457,1.023011179832064,1196.0513099918514,8.451563237735627
1957,215.0,208.22496909832324,423.22496909832324,1.0227260479322182,1205.2647908230865,9.213480831235074
1958,215.0,210.34889237508935,425.34889237508935,1.0224409160323724,1214.139120105746,8.874329282659573
1959,215.0,214.44709046362615,429.4470904636262,1.0221557841325264,1223.3672930539058,9.228172948159681
1960,215.0,218.81883565563655,433.8188356556366,1.0218706522326806,1233.0008062166391,9.63351316273338
1961,215.0,224.59797580858205,439.5979758085821,1.0215855203328348,1243.4623144286843,10.461508212045146
1962,215.0,224.56491415846932,439.5649141584693,1.021300388432989,1252.7283841642989,9.266069735614565
1963,215.0,231.44847602366914,446.4484760236692,1.021015256533143,1263.2288424934723,10.500458329173398
1964,215.0,229.70272576816996,444.70272576816996,1.0207301246332972,1271.959257713453,8.730415219980841
1965,215.0,233.7121636365794,448.71216363657936,1.0204449927334514,1281.0267365845768,9.06747887112374
1966,215.0,235.251836915052,450.25183691505197,1.0201598608336055,1289.572842842466,8.54610625788905
1967,215.0,239.17333671769057,454.1733367176906,1.0198747289337597,1298.4460970477567,8.873254205290777
1968,215.0,240.0700010272064,455.0700010272064,1.0195895970339137,1306.6047010806703,8.158604032913672
1969,215.0,241.81515974676304,456.815159746763,1.019304465134068,1314.4089238683773,7.804222787706976
1970,215.0,244.94654067199508,459.9465406719951,1.0190193332342221,1322.358060854885,7.94913698650771
